iter,x,y,cost
149,3,1.52778e+90,1.16705e+181
150,3,-6.11111e+90,1.86728e+182
151,3,2.44444e+91,2.98765e+183
152,3,-9.77777e+91,4.78024e+184
153,3,3.91111e+92,7.64839e+185
154,3,-1.56444e+93,1.22374e+187
155,3,6.25777e+93,1.95799e+188
156,3,-2.50311e+94,3.13278e+189
157,3,1.00124e+95,5.01245e+190
158,3,-4.00498e+95,8.01992e+191
159,3,1.60199e+96,1.28319e+193
160,3,-6.40796e+96,2.0531e+194
161,3,2.56318e+97,3.28496e+195
162,3,-1.02527e+98,5.25593e+196
163,3,4.1011e+98,8.40949e+197
164,3,-1.64044e+99,1.34552e+199
165,3,6.56175e+99,2.15283e+200
166,3,-2.6247e+100,3.44453e+201
167,3,1.04988e+101,5.51124e+202
168,3,-4.19952e+101,8.81799e+203
169,3,1.67981e+102,1.41088e+205
170,3,-6.71923e+102,2.25741e+206
171,3,2.68769e+103,3.61185e+207
172,3,-1.07508e+104,5.77896e+208
173,3,4.30031e+104,9.24633e+209
174,3,-1.72012e+105,1.47941e+211
175,3,6.8805e+105,2.36706e+212
176,3,-2.7522e+106,3.7873e+213
177,3,1.10088e+107,6.05968e+214
178,3,-4.40352e+107,9.69548e+215
179,3,1.76141e+108,1.55128e+217
180,3,-7.04563e+108,2.48204e+218
181,3,2.81825e+109,3.97127e+219
182,3,-1.1273e+110,6.35403e+220
183,3,4.5092e+110,1.01665e+222
184,3,-1.80368e+111,1.62663e+223
185,3,7.21472e+111,2.60261e+224
186,3,-2.88589e+112,4.16418e+225
187,3,1.15436e+113,6.66268e+226
188,3,-4.61742e+113,1.06603e+228
189,3,1.84697e+114,1.70565e+229
190,3,-7.38788e+114,2.72904e+230
191,3,2.95515e+115,4.36646e+231
192,3,-1.18206e+116,6.98633e+232
193,3,4.72824e+116,1.11781e+234
194,3,-1.8913e+117,1.7885e+235
195,3,7.56519e+117,2.8616e+236
196,3,-3.02607e+118,4.57856e+237
197,3,1.21043e+119,7.3257e+238
198,3,-4.84172e+119,1.17211e+240
199,3,1.93669e+120,1.87538e+241
200,3,-7.74675e+120,3.00061e+242
201,3,3.0987e+121,4.80097e+243
202,3,-1.23948e+122,7.68155e+244
203,3,4.95792e+122,1.22905e+246
204,3,-1.98317e+123,1.96648e+247
205,3,7.93267e+123,3.14636e+248
206,3,-3.17307e+124,5.03418e+249
207,3,1.26923e+125,8.05469e+250
208,3,-5.07691e+125,1.28875e+252
209,3,2.03076e+126,2.062e+253
210,3,-8.12306e+126,3.2992e+254
211,3,3.24922e+127,5.27872e+255
212,3,-1.29969e+128,8.44596e+256
213,3,5.19876e+128,1.35135e+258
214,3,-2.0795e+129,2.16216e+259
215,3,8.31801e+129,3.45946e+260
216,3,-3.3272e+130,5.53514e+261
217,3,1.33088e+131,8.85623e+262
218,3,-5.32353e+131,1.417e+264
219,3,2.12941e+132,2.26719e+265
220,3,-8.51764e+132,3.62751e+266
221,3,3.40706e+133,5.80402e+267
222,3,-1.36282e+134,9.28643e+268
223,3,5.45129e+134,1.48583e+270
224,3,-2.18052e+135,2.37733e+271
225,3,8.72206e+135,3.80372e+272
226,3,-3.48883e+136,6.08595e+273
227,3,1.39553e+137,9.73752e+274
228,3,-5.58212e+137,1.558e+276
229,3,2.23285e+138,2.49281e+277
230,3,-8.93139e+138,3.98849e+278
231,3,3.57256e+139,6.38158e+279
232,3,-1.42902e+140,1.02105e+281
233,3,5.71609e+140,1.63369e+282
234,3,-2.28644e+141,2.6139e+283
235,3,9.14575e+141,4.18224e+284
236,3,-3.6583e+142,6.69158e+285
237,3,1.46332e+143,1.07065e+287
238,3,-5.85328e+143,1.71304e+288
239,3,2.34131e+144,2.74087e+289
240,3,-9.36525e+144,4.38539e+290
241,3,3.7461e+145,7.01663e+291
242,3,-1.49844e+146,1.12266e+293
243,3,5.99376e+146,1.79626e+294
244,3,-2.3975e+147,2.87401e+295
245,3,9.59001e+147,4.59842e+296
246,3,-3.836e+148,7.35747e+297
247,3,1.5344e+149,1.17719e+299
248,3,-6.13761e+149,1.88351e+300
249,3,2.45504e+150,3.01362e+301
250,3,-9.82017e+150,4.82179e+302
251,3,3.92807e+151,7.71486e+303
252,3,-1.57123e+152,1.23438e+305
253,3,6.28491e+152,1.975e+306
254,3,-2.51396e+153,3.16001e+307
255,3,1.00559e+154,inf
256,3,-4.02234e+154,inf
257,3,1.60894e+155,inf
258,3,-6.43575e+155,inf
259,3,2.5743e+156,inf
260,3,-1.02972e+157,inf
261,3,4.11888e+157,inf
262,3,-1.64755e+158,inf
263,3,6.59021e+158,inf
264,3,-2.63608e+159,inf
265,3,1.05443e+160,inf
266,3,-4.21773e+160,inf
267,3,1.68709e+161,inf
268,3,-6.74837e+161,inf
269,3,2.69935e+162,inf
270,3,-1.07974e+163,inf
271,3,4.31896e+163,inf
272,3,-1.72758e+164,inf
273,3,6.91033e+164,inf
274,3,-2.76413e+165,inf
275,3,1.10565e+166,inf
276,3,-4.42261e+166,inf
277,3,1.76904e+167,inf
278,3,-7.07618e+167,inf
279,3,2.83047e+168,inf
280,3,-1.13219e+169,inf
281,3,4.52875e+169,inf
282,3,-1.8115e+170,inf
283,3,7.24601e+170,inf
284,3,-2.8984e+171,inf
285,3,1.15936e+172,inf
286,3,-4.63745e+172,inf
287,3,1.85498e+173,inf
288,3,-7.41991e+173,inf
289,3,2.96796e+174,inf
290,3,-1.18719e+175,inf
291,3,4.74874e+175,inf
292,3,-1.8995e+176,inf
293,3,7.59799e+176,inf
294,3,-3.0392e+177,inf
295,3,1.21568e+178,inf
296,3,-4.86271e+178,inf
297,3,1.94509e+179,inf
298,3,-7.78034e+179,inf
299,3,3.11214e+180,inf
300,3,-1.24485e+181,inf
301,3,4.97942e+181,inf
302,3,-1.99177e+182,inf
303,3,7.96707e+182,inf
304,3,-3.18683e+183,inf
305,3,1.27473e+184,inf
306,3,-5.09892e+184,inf
307,3,2.03957e+185,inf
308,3,-8.15828e+185,inf
309,3,3.26331e+186,inf
310,3,-1.30532e+187,inf
311,3,5.2213e+187,inf
312,3,-2.08852e+188,inf
313,3,8.35408e+188,inf
314,3,-3.34163e+189,inf
315,3,1.33665e+190,inf
316,3,-5.34661e+190,inf
317,3,2.13864e+191,inf
318,3,-8.55458e+191,inf
319,3,3.42183e+192,inf
320,3,-1.36873e+193,inf
321,3,5.47493e+193,inf
322,3,-2.18997e+194,inf
323,3,8.75989e+194,inf
324,3,-3.50395e+195,inf
325,3,1.40158e+196,inf
326,3,-5.60633e+196,inf
327,3,2.24253e+197,inf
328,3,-8.97012e+197,inf
329,3,3.58805e+198,inf
330,3,-1.43522e+199,inf
331,3,5.74088e+199,inf
332,3,-2.29635e+200,inf
333,3,9.18541e+200,inf
334,3,-3.67416e+201,inf
335,3,1.46966e+202,inf
336,3,-5.87866e+202,inf
337,3,2.35146e+203,inf
338,3,-9.40586e+203,inf
339,3,3.76234e+204,inf
340,3,-1.50494e+205,inf
341,3,6.01975e+205,inf
342,3,-2.4079e+206,inf
343,3,9.6316e+206,inf
344,3,-3.85264e+207,inf
345,3,1.54106e+208,inf
346,3,-6.16422e+208,inf
347,3,2.46569e+209,inf
348,3,-9.86275e+209,inf
349,3,3.9451e+210,inf
350,3,-1.57804e+211,inf
351,3,6.31216e+211,inf
352,3,-2.52487e+212,inf
353,3,1.00995e+213,inf
354,3,-4.03978e+213,inf
355,3,1.61591e+214,inf
356,3,-6.46365e+214,inf
357,3,2.58546e+215,inf
358,3,-1.03418e+216,inf
359,3,4.13674e+216,inf
360,3,-1.6547e+217,inf
361,3,6.61878e+217,inf
362,3,-2.64751e+218,inf
363,3,1.05901e+219,inf
364,3,-4.23602e+219,inf
365,3,1.69441e+220,inf
366,3,-6.77763e+220,inf
367,3,2.71105e+221,inf
368,3,-1.08442e+222,inf
369,3,4.33769e+222,inf
370,3,-1.73507e+223,inf
371,3,6.9403e+223,inf
372,3,-2.77612e+224,inf
373,3,1.11045e+225,inf
374,3,-4.44179e+225,inf
375,3,1.77672e+226,inf
376,3,-7.10686e+226,inf
377,3,2.84275e+227,inf
378,3,-1.1371e+228,inf
379,3,4.54839e+228,inf
380,3,-1.81936e+229,inf
381,3,7.27743e+229,inf
382,3,-2.91097e+230,inf
383,3,1.16439e+231,inf
384,3,-4.65755e+231,inf
385,3,1.86302e+232,inf
386,3,-7.45209e+232,inf
387,3,2.98083e+233,inf
388,3,-1.19233e+234,inf
389,3,4.76934e+234,inf
390,3,-1.90773e+235,inf
391,3,7.63094e+235,inf
392,3,-3.05237e+236,inf
393,3,1.22095e+237,inf
394,3,-4.8838e+237,inf
395,3,1.95352e+238,inf
396,3,-7.81408e+238,inf
397,3,3.12563e+239,inf
398,3,-1.25025e+240,inf
399,3,5.00101e+240,inf
400,3,-2.0004e+241,inf
401,3,8.00162e+241,inf
402,3,-3.20065e+242,inf
403,3,1.28026e+243,inf
404,3,-5.12104e+243,inf
405,3,2.04841e+244,inf
406,3,-8.19366e+244,inf
407,3,3.27746e+245,inf
408,3,-1.31098e+246,inf
409,3,5.24394e+246,inf
410,3,-2.09758e+247,inf
411,3,8.3903e+247,inf
412,3,-3.35612e+248,inf
413,3,1.34245e+249,inf
414,3,-5.36979e+249,inf
415,3,2.14792e+250,inf
416,3,-8.59167e+250,inf
417,3,3.43667e+251,inf
418,3,-1.37467e+252,inf
419,3,5.49867e+252,inf
420,3,-2.19947e+253,inf
421,3,8.79787e+253,inf
422,3,-3.51915e+254,inf
423,3,1.40766e+255,inf
424,3,-5.63064e+255,inf
425,3,2.25226e+256,inf
426,3,-9.00902e+256,inf
427,3,3.60361e+257,inf
428,3,-1.44144e+258,inf
429,3,5.76577e+258,inf
430,3,-2.30631e+259,inf
431,3,9.22524e+259,inf
432,3,-3.69009e+260,inf
433,3,1.47604e+261,inf
434,3,-5.90415e+261,inf
435,3,2.36166e+262,inf
436,3,-9.44664e+262,inf
437,3,3.77866e+263,inf
438,3,-1.51146e+264,inf
439,3,6.04585e+264,inf
440,3,-2.41834e+265,inf
441,3,9.67336e+265,inf
442,3,-3.86934e+266,inf
443,3,1.54774e+267,inf
444,3,-6.19095e+267,inf
445,3,2.47638e+268,inf
446,3,-9.90552e+268,inf
447,3,3.96221e+269,inf
448,3,-1.58488e+270,inf
449,3,6.33953e+270,inf
450,3,-2.53581e+271,inf
451,3,1.01433e+272,inf
452,3,-4.0573e+272,inf
453,3,1.62292e+273,inf
454,3,-6.49168e+273,inf
455,3,2.59667e+274,inf
456,3,-1.03867e+275,inf
457,3,4.15468e+275,inf
458,3,-1.66187e+276,inf
459,3,6.64748e+276,inf
460,3,-2.65899e+277,inf
461,3,1.0636e+278,inf
462,3,-4.25439e+278,inf
463,3,1.70176e+279,inf
464,3,-6.80702e+279,inf
465,3,2.72281e+280,inf
466,3,-1.08912e+281,inf
467,3,4.35649e+281,inf
468,3,-1.7426e+282,inf
469,3,6.97039e+282,inf
470,3,-2.78816e+283,inf
471,3,1.11526e+284,inf
472,3,-4.46105e+284,inf
473,3,1.78442e+285,inf
474,3,-7.13768e+285,inf
475,3,2.85507e+286,inf
476,3,-1.14203e+287,inf
477,3,4.56812e+287,inf
478,3,-1.82725e+288,inf
479,3,7.30899e+288,inf
480,3,-2.92359e+289,inf
481,3,1.16944e+290,inf
482,3,-4.67775e+290,inf
483,3,1.8711e+291,inf
484,3,-7.4844e+291,inf
485,3,2.99376e+292,inf
486,3,-1.1975e+293,inf
487,3,4.79002e+293,inf
488,3,-1.91601e+294,inf
489,3,7.66403e+294,inf
490,3,-3.06561e+295,inf
491,3,1.22624e+296,inf
492,3,-4.90498e+296,inf
493,3,1.96199e+297,inf
494,3,-7.84796e+297,inf
495,3,3.13919e+298,inf
496,3,-1.25567e+299,inf
497,3,5.0227e+299,inf
498,3,-2.00908e+300,inf
499,3,8.03631e+300,inf
500,3,-3.21453e+301,inf
501,3,1.28581e+302,inf
502,3,-5.14324e+302,inf
503,3,2.0573e+303,inf
504,3,-8.22919e+303,inf
505,3,3.29167e+304,inf
506,3,-1.31667e+305,inf
507,3,5.26668e+305,inf
508,3,-2.10667e+306,inf
509,3,8.42669e+306,inf
510,3,-3.37067e+307,inf
511,3,inf,inf
512,3,-nan,-nan
513,3,-nan,-nan
514,3,-nan,-nan
515,3,-nan,-nan
516,3,-nan,-nan
517,3,-nan,-nan
518,3,-nan,-nan
519,3,-nan,-nan
520,3,-nan,-nan
521,3,-nan,-nan
522,3,-nan,-nan
523,3,-nan,-nan
524,3,-nan,-nan
525,3,-nan,-nan
526,3,-nan,-nan
527,3,-nan,-nan
528,3,-nan,-nan
529,3,-nan,-nan
530,3,-nan,-nan
531,3,-nan,-nan
532,3,-nan,-nan
533,3,-nan,-nan
534,3,-nan,-nan
535,3,-nan,-nan
536,3,-nan,-nan
537,3,-nan,-nan
538,3,-nan,-nan
539,3,-nan,-nan
540,3,-nan,-nan
541,3,-nan,-nan
542,3,-nan,-nan
543,3,-nan,-nan
544,3,-nan,-nan
545,3,-nan,-nan
546,3,-nan,-nan
547,3,-nan,-nan
548,3,-nan,-nan
549,3,-nan,-nan
550,3,-nan,-nan
551,3,-nan,-nan
552,3,-nan,-nan
553,3,-nan,-nan
554,3,-nan,-nan
555,3,-nan,-nan
556,3,-nan,-nan
557,3,-nan,-nan
558,3,-nan,-nan
559,3,-nan,-nan
560,3,-nan,-nan
561,3,-nan,-nan
562,3,-nan,-nan
563,3,-nan,-nan
564,3,-nan,-nan
565,3,-nan,-nan
566,3,-nan,-nan
567,3,-nan,-nan
568,3,-nan,-nan
569,3,-nan,-nan
570,3,-nan,-nan
571,3,-nan,-nan
572,3,-nan,-nan
573,3,-nan,-nan
574,3,-nan,-nan
575,3,-nan,-nan
576,3,-nan,-nan
577,3,-nan,-nan
578,3,-nan,-nan
579,3,-nan,-nan
580,3,-nan,-nan
581,3,-nan,-nan
582,3,-nan,-nan
583,3,-nan,-nan
584,3,-nan,-nan
585,3,-nan,-nan
586,3,-nan,-nan
587,3,-nan,-nan
588,3,-nan,-nan
589,3,-nan,-nan
590,3,-nan,-nan
591,3,-nan,-nan
592,3,-nan,-nan
593,3,-nan,-nan
594,3,-nan,-nan
595,3,-nan,-nan
596,3,-nan,-nan
597,3,-nan,-nan
598,3,-nan,-nan
599,3,-nan,-nan
600,3,-nan,-nan
601,3,-nan,-nan
602,3,-nan,-nan
603,3,-nan,-nan
604,3,-nan,-nan
605,3,-nan,-nan
606,3,-nan,-nan
607,3,-nan,-nan
608,3,-nan,-nan
609,3,-nan,-nan
610,3,-nan,-nan
611,3,-nan,-nan
612,3,-nan,-nan
613,3,-nan,-nan
614,3,-nan,-nan
615,3,-nan,-nan
616,3,-nan,-nan
617,3,-nan,-nan
618,3,-nan,-nan
619,3,-nan,-nan
620,3,-nan,-nan
621,3,-nan,-nan
622,3,-nan,-nan
623,3,-nan,-nan
624,3,-nan,-nan
625,3,-nan,-nan
626,3,-nan,-nan
627,3,-nan,-nan
628,3,-nan,-nan
629,3,-nan,-nan
630,3,-nan,-nan
631,3,-nan,-nan
632,3,-nan,-nan
633,3,-nan,-nan
634,3,-nan,-nan
635,3,-nan,-nan
636,3,-nan,-nan
637,3,-nan,-nan
638,3,-nan,-nan
639,3,-nan,-nan
640,3,-nan,-nan
641,3,-nan,-nan
642,3,-nan,-nan
643,3,-nan,-nan
644,3,-nan,-nan
645,3,-nan,-nan
646,3,-nan,-nan
647,3,-nan,-nan
648,3,-nan,-nan
649,3,-nan,-nan
650,3,-nan,-nan
651,3,-nan,-nan
652,3,-nan,-nan
653,3,-nan,-nan
654,3,-nan,-nan
655,3,-nan,-nan
656,3,-nan,-nan
657,3,-nan,-nan
658,3,-nan,-nan
659,3,-nan,-nan
660,3,-nan,-nan
661,3,-nan,-nan
662,3,-nan,-nan
663,3,-nan,-nan
664,3,-nan,-nan
665,3,-nan,-nan
666,3,-nan,-nan
667,3,-nan,-nan
668,3,-nan,-nan
669,3,-nan,-nan
670,3,-nan,-nan
671,3,-nan,-nan
672,3,-nan,-nan
673,3,-nan,-nan
674,3,-nan,-nan
675,3,-nan,-nan
676,3,-nan,-nan
677,3,-nan,-nan
678,3,-nan,-nan
679,3,-nan,-nan
680,3,-nan,-nan
681,3,-nan,-nan
682,3,-nan,-nan
683,3,-nan,-nan
684,3,-nan,-nan
685,3,-nan,-nan
686,3,-nan,-nan
687,3,-nan,-nan
688,3,-nan,-nan
689,3,-nan,-nan
690,3,-nan,-nan
691,3,-nan,-nan
692,3,-nan,-nan
693,3,-nan,-nan
694,3,-nan,-nan
695,3,-nan,-nan
696,3,-nan,-nan
697,3,-nan,-nan
698,3,-nan,-nan
699,3,-nan,-nan
700,3,-nan,-nan
701,3,-nan,-nan
702,3,-nan,-nan
703,3,-nan,-nan
704,3,-nan,-nan
705,3,-nan,-nan
706,3,-nan,-nan
707,3,-nan,-nan
708,3,-nan,-nan
709,3,-nan,-nan
710,3,-nan,-nan
711,3,-nan,-nan
712,3,-nan,-nan
713,3,-nan,-nan
714,3,-nan,-nan
715,3,-nan,-nan
716,3,-nan,-nan
717,3,-nan,-nan
718,3,-nan,-nan
719,3,-nan,-nan
720,3,-nan,-nan
721,3,-nan,-nan
722,3,-nan,-nan
723,3,-nan,-nan
724,3,-nan,-nan
725,3,-nan,-nan
726,3,-nan,-nan
727,3,-nan,-nan
728,3,-nan,-nan
729,3,-nan,-nan
730,3,-nan,-nan
731,3,-nan,-nan
732,3,-nan,-nan
733,3,-nan,-nan
734,3,-nan,-nan
735,3,-nan,-nan
736,3,-nan,-nan
737,3,-nan,-nan
738,3,-nan,-nan
739,3,-nan,-nan
740,3,-nan,-nan
741,3,-nan,-nan
742,3,-nan,-nan
743,3,-nan,-nan
744,3,-nan,-nan
745,3,-nan,-nan
746,3,-nan,-nan
747,3,-nan,-nan
748,3,-nan,-nan
749,3,-nan,-nan
750,3,-nan,-nan
751,3,-nan,-nan
752,3,-nan,-nan
753,3,-nan,-nan
754,3,-nan,-nan
755,3,-nan,-nan
756,3,-nan,-nan
757,3,-nan,-nan
758,3,-nan,-nan
759,3,-nan,-nan
760,3,-nan,-nan
761,3,-nan,-nan
762,3,-nan,-nan
763,3,-nan,-nan
764,3,-nan,-nan
765,3,-nan,-nan
766,3,-nan,-nan
767,3,-nan,-nan
768,3,-nan,-nan
769,3,-nan,-nan
770,3,-nan,-nan
771,3,-nan,-nan
772,3,-nan,-nan
773,3,-nan,-nan
774,3,-nan,-nan
775,3,-nan,-nan
776,3,-nan,-nan
777,3,-nan,-nan
778,3,-nan,-nan
779,3,-nan,-nan
780,3,-nan,-nan
781,3,-nan,-nan
782,3,-nan,-nan
783,3,-nan,-nan
784,3,-nan,-nan
785,3,-nan,-nan
786,3,-nan,-nan
787,3,-nan,-nan
788,3,-nan,-nan
789,3,-nan,-nan
790,3,-nan,-nan
791,3,-nan,-nan
792,3,-nan,-nan
793,3,-nan,-nan
794,3,-nan,-nan
795,3,-nan,-nan
796,3,-nan,-nan
797,3,-nan,-nan
798,3,-nan,-nan
799,3,-nan,-nan
800,3,-nan,-nan
801,3,-nan,-nan
802,3,-nan,-nan
803,3,-nan,-nan
804,3,-nan,-nan
805,3,-nan,-nan
806,3,-nan,-nan
807,3,-nan,-nan
808,3,-nan,-nan
809,3,-nan,-nan
810,3,-nan,-nan
811,3,-nan,-nan
812,3,-nan,-nan
813,3,-nan,-nan
814,3,-nan,-nan
815,3,-nan,-nan
816,3,-nan,-nan
817,3,-nan,-nan
818,3,-nan,-nan
819,3,-nan,-nan
820,3,-nan,-nan
821,3,-nan,-nan
822,3,-nan,-nan
823,3,-nan,-nan
824,3,-nan,-nan
825,3,-nan,-nan
826,3,-nan,-nan
827,3,-nan,-nan
828,3,-nan,-nan
829,3,-nan,-nan
830,3,-nan,-nan
831,3,-nan,-nan
832,3,-nan,-nan
833,3,-nan,-nan
834,3,-nan,-nan
835,3,-nan,-nan
836,3,-nan,-nan
837,3,-nan,-nan
838,3,-nan,-nan
839,3,-nan,-nan
840,3,-nan,-nan
841,3,-nan,-nan
842,3,-nan,-nan
843,3,-nan,-nan
844,3,-nan,-nan
845,3,-nan,-nan
846,3,-nan,-nan
847,3,-nan,-nan
848,3,-nan,-nan
849,3,-nan,-nan
850,3,-nan,-nan
851,3,-nan,-nan
852,3,-nan,-nan
853,3,-nan,-nan
854,3,-nan,-nan
855,3,-nan,-nan
856,3,-nan,-nan
857,3,-nan,-nan
858,3,-nan,-nan
859,3,-nan,-nan
860,3,-nan,-nan
861,3,-nan,-nan
862,3,-nan,-nan
863,3,-nan,-nan
864,3,-nan,-nan
865,3,-nan,-nan
866,3,-nan,-nan
867,3,-nan,-nan
868,3,-nan,-nan
869,3,-nan,-nan
870,3,-nan,-nan
871,3,-nan,-nan
872,3,-nan,-nan
873,3,-nan,-nan
874,3,-nan,-nan
875,3,-nan,-nan
876,3,-nan,-nan
877,3,-nan,-nan
878,3,-nan,-nan
879,3,-nan,-nan
880,3,-nan,-nan
881,3,-nan,-nan
882,3,-nan,-nan
883,3,-nan,-nan
884,3,-nan,-nan
885,3,-nan,-nan
886,3,-nan,-nan
887,3,-nan,-nan
888,3,-nan,-nan
889,3,-nan,-nan
890,3,-nan,-nan
891,3,-nan,-nan
892,3,-nan,-nan
893,3,-nan,-nan
894,3,-nan,-nan
895,3,-nan,-nan
896,3,-nan,-nan
897,3,-nan,-nan
898,3,-nan,-nan
899,3,-nan,-nan
900,3,-nan,-nan
901,3,-nan,-nan
902,3,-nan,-nan
903,3,-nan,-nan
904,3,-nan,-nan
905,3,-nan,-nan
906,3,-nan,-nan
907,3,-nan,-nan
908,3,-nan,-nan
909,3,-nan,-nan
910,3,-nan,-nan
911,3,-nan,-nan
